primary_label,s3_key
Engystomops pustulosus,data/audio_specs/65448/iNat76004_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC51482_chunk_3.npy
Cerdocyon thous,data/audio_specs/42087/iNat155127_chunk_2.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat643093_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat1209040_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1127617_chunk_8.npy
Allobates femoralis,data/audio_specs/21211/XC882648_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat709210_chunk_13.npy
Engystomops pustulosus,data/audio_specs/65448/iNat857347_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat370369_chunk_10.npy
Procyon lotor,data/audio_specs/41663/iNat1215114_chunk_8.npy
Procyon lotor,data/audio_specs/41663/iNat1143361_chunk_11.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat100153_chunk_10.npy
Falco sparverius,data/audio_specs/amekes/XC772375_chunk_22.npy
Dendropsophus ebraccatus,data/audio_specs/65349/XC893967_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC598756_chunk_14.npy
Allobates femoralis,data/audio_specs/21211/XC934741_chunk_12.npy
Falco sparverius,data/audio_specs/amekes/XC772375_chunk_0.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882995_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC606523_chunk_5.npy
Engystomops pustulosus,data/audio_specs/65448/XC882770_chunk_12.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882996_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/iNat145061_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC882657_chunk_2.npy
Boana boans,data/audio_specs/555086/XC882685_chunk_19.npy
Engystomops pustulosus,data/audio_specs/65448/iNat534822_chunk_0.npy
Pristimantis taeniatus,data/audio_specs/66893/XC941288_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_37.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC745512_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat233790_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC289663_chunk_8.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/XC894982_chunk_16.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC374595_chunk_7.npy
Rhinella horribilis,data/audio_specs/517119/iNat664719_chunk_5.npy
Pristimantis bogotensis,data/audio_specs/66578/iNat223502_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat490281_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat1220687_chunk_5.npy
Boana boans,data/audio_specs/555086/XC882683_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat307417_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat31509_chunk_8.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/XC894982_chunk_17.npy
Boana boans,data/audio_specs/555086/XC882682_chunk_6.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat879833_chunk_6.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1256024_chunk_3.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat521037_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat1158378_chunk_9.npy
Procyon lotor,data/audio_specs/41663/iNat709210_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat31509_chunk_0.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882797_chunk_13.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat341638_chunk_7.npy
Procyon lotor,data/audio_specs/41663/iNat173251_chunk_4.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC238129_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_7.npy
Hyalinobatrachium tatayoi,data/audio_specs/65547/iNat1135442_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC257913_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat922620_chunk_3.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat1182883_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat441283_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC745516_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat1240391_chunk_11.npy
Smilisca phaeota,data/audio_specs/24272/XC882885_chunk_9.npy
Dendropsophus microcephalus,data/audio_specs/65373/XC882753_chunk_16.npy
Boana boans,data/audio_specs/555086/XC882688_chunk_7.npy
Boana boans,data/audio_specs/555086/iNat54046_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat1232413_chunk_7.npy
Rhinella horribilis,data/audio_specs/517119/iNat938559_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_27.npy
Falco sparverius,data/audio_specs/amekes/XC565024_chunk_13.npy
Procyon lotor,data/audio_specs/41663/iNat926814_chunk_2.npy
Scinax ruber,data/audio_specs/24322/XC882880_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC245452_chunk_16.npy
Allobates femoralis,data/audio_specs/21211/XC882655_chunk_10.npy
Falco sparverius,data/audio_specs/amekes/XC426297_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC289663_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat135564_chunk_7.npy
Allobates femoralis,data/audio_specs/21211/XC882651_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC289032_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat50407_chunk_7.npy
Rhinella horribilis,data/audio_specs/517119/iNat1110671_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC289032_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat808880_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat44038_chunk_15.npy
Allobates femoralis,data/audio_specs/21211/iNat597267_chunk_24.npy
Procyon lotor,data/audio_specs/41663/iNat530126_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat246272_chunk_17.npy
Allobates femoralis,data/audio_specs/21211/XC896840_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat913604_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat883106_chunk_8.npy
Falco sparverius,data/audio_specs/amekes/XC757885_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat50409_chunk_16.npy
Rhinella horribilis,data/audio_specs/517119/iNat1191308_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC920888_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/XC935710_chunk_9.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat472610_chunk_16.npy
Procyon lotor,data/audio_specs/41663/iNat222399_chunk_3.npy
Bradypus variegatus,data/audio_specs/47067/iNat1255120_chunk_2.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat36346_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC16111_chunk_0.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882797_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat132256_chunk_8.npy
Espadarana prosoblepon,data/audio_specs/134933/iNat1160199_chunk_9.npy
Engystomops pustulosus,data/audio_specs/65448/iNat322031_chunk_15.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882988_chunk_15.npy
Engystomops pustulosus,data/audio_specs/65448/iNat580843_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat550890_chunk_3.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat585061_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat727974_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1105534_chunk_3.npy
Allobates femoralis,data/audio_specs/21211/XC882657_chunk_4.npy
Rhinella horribilis,data/audio_specs/517119/iNat1219155_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat895793_chunk_0.npy
Puma concolor,data/audio_specs/42007/iNat606213_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC779660_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat54095_chunk_2.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat761669_chunk_2.npy
Allobates femoralis,data/audio_specs/21211/iNat361221_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat372425_chunk_12.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_25.npy
Falco sparverius,data/audio_specs/amekes/XC53405_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC483212_chunk_15.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882795_chunk_17.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat583744_chunk_6.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1226844_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1102503_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat558840_chunk_2.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207347_chunk_20.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat583590_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat853280_chunk_22.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat348132_chunk_16.npy
Falco sparverius,data/audio_specs/amekes/XC598756_chunk_10.npy
Alouatta seniculus,data/audio_specs/566513/XC959860_chunk_16.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1022191_chunk_17.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat573035_chunk_7.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882988_chunk_14.npy
Rhinella horribilis,data/audio_specs/517119/iNat664719_chunk_0.npy
Rhinella horribilis,data/audio_specs/517119/iNat1191308_chunk_5.npy
Engystomops pustulosus,data/audio_specs/65448/iNat333081_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1026967_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC391843_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC416142_chunk_13.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat1255549_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat262940_chunk_4.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1022191_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC257401_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC399014_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat578330_chunk_0.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC639264_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_1.npy
Pristimantis taeniatus,data/audio_specs/66893/iNat42824_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1215114_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC772376_chunk_8.npy
Leptodactylus savagei,data/audio_specs/65962/iNat509049_chunk_0.npy
Cerdocyon thous,data/audio_specs/42087/iNat155127_chunk_3.npy
Leptodactylus fuscus,data/audio_specs/22973/XC928991_chunk_2.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat583590_chunk_12.npy
Boana boans,data/audio_specs/555086/iNat895651_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1127617_chunk_24.npy
Falco sparverius,data/audio_specs/amekes/XC399014_chunk_5.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat48803_chunk_3.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat48797_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/XC893994_chunk_1.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1276383_chunk_6.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat141098_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat382025_chunk_12.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat630710_chunk_15.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat778296_chunk_4.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882988_chunk_4.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat109039_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat630710_chunk_34.npy
Allobates femoralis,data/audio_specs/21211/XC882658_chunk_6.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat583735_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat839812_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC138718_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC348428_chunk_0.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat815140_chunk_0.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat348441_chunk_0.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat1190292_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat31400_chunk_1.npy
Scinax ruber,data/audio_specs/24322/XC882880_chunk_9.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat29017_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat488163_chunk_24.npy
Falco sparverius,data/audio_specs/amekes/XC466449_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC181742_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC133392_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC160904_chunk_6.npy
Leptodactylus savagei,data/audio_specs/65962/iNat137091_chunk_2.npy
Procyon lotor,data/audio_specs/41663/iNat74306_chunk_4.npy
Espadarana prosoblepon,data/audio_specs/134933/XC941298_chunk_5.npy
Puma concolor,data/audio_specs/42007/iNat841408_chunk_0.npy
Dendropsophus microcephalus,data/audio_specs/65373/XC882753_chunk_21.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat348132_chunk_6.npy
Procyon lotor,data/audio_specs/41663/iNat382025_chunk_19.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1208550_chunk_32.npy
Boana boans,data/audio_specs/555086/iNat28983_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat1220655_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC348428_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC674589_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat530453_chunk_0.npy
Alouatta seniculus,data/audio_specs/566513/iNat832952_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat327135_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/XC894982_chunk_14.npy
Allobates femoralis,data/audio_specs/21211/XC920892_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_42.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC573031_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC603740_chunk_5.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat326860_chunk_1.npy
Procyon lotor,data/audio_specs/41663/XC697007_chunk_0.npy
Trachycephalus typhonius,data/audio_specs/67252/XC883000_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_34.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat327135_chunk_3.npy
Leptodactylus savagei,data/audio_specs/65962/iNat1200332_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat126773_chunk_1.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat103569_chunk_4.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat399872_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC573031_chunk_4.npy
Rhinella horribilis,data/audio_specs/517119/iNat142111_chunk_1.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1207347_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC147273_chunk_3.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat516995_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat578290_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat287461_chunk_17.npy
Puma concolor,data/audio_specs/42007/iNat987929_chunk_4.npy
Falco sparverius,data/audio_specs/amekes/XC51475_chunk_2.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC260563_chunk_4.npy
Engystomops pustulosus,data/audio_specs/65448/iNat31400_chunk_8.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_14.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_31.npy
Procyon lotor,data/audio_specs/41663/iNat722167_chunk_2.npy
Boana boans,data/audio_specs/555086/iNat895651_chunk_3.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC51482_chunk_2.npy
Panthera onca,data/audio_specs/41970/XC564865_chunk_20.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat105590_chunk_4.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat560488_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat31509_chunk_12.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat313992_chunk_23.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat1105506_chunk_4.npy
Falco sparverius,data/audio_specs/amekes/XC565024_chunk_17.npy
Scinax ruber,data/audio_specs/24322/XC882877_chunk_18.npy
Falco sparverius,data/audio_specs/amekes/XC772375_chunk_9.npy
Rhinella horribilis,data/audio_specs/517119/iNat126773_chunk_0.npy
Scinax ruber,data/audio_specs/24322/XC915926_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat348132_chunk_9.npy
Puma concolor,data/audio_specs/42007/iNat1167292_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC755382_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat853280_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat262940_chunk_6.npy
Engystomops pustulosus,data/audio_specs/65448/iNat50407_chunk_4.npy
Alouatta seniculus,data/audio_specs/566513/iNat208383_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat786010_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat883106_chunk_0.npy
Lithobates vaillanti,data/audio_specs/66016/XC893981_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1230702_chunk_8.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC184569_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC570886_chunk_6.npy
Panthera onca,data/audio_specs/41970/XC564885_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat840746_chunk_11.npy
Falco sparverius,data/audio_specs/amekes/XC160904_chunk_5.npy
Scinax ruber,data/audio_specs/24322/XC929063_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat1088351_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat488163_chunk_13.npy
Engystomops pustulosus,data/audio_specs/65448/iNat778295_chunk_3.npy
Dendrobates truncatus,data/audio_specs/21116/iNat65520_chunk_0.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_0.npy
Engystomops pustulosus,data/audio_specs/65448/iNat53421_chunk_11.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat132256_chunk_15.npy
Engystomops pustulosus,data/audio_specs/65448/iNat818793_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat490281_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC443812_chunk_0.npy
Allobates femoralis,data/audio_specs/21211/XC928709_chunk_0.npy
Sciurus granatensis,data/audio_specs/46010/iNat247099_chunk_0.npy
Pristimantis taeniatus,data/audio_specs/66893/iNat1110476_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1258651_chunk_2.npy
Engystomops pustulosus,data/audio_specs/65448/iNat332794_chunk_3.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat218912_chunk_1.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_21.npy
Falco sparverius,data/audio_specs/amekes/XC466164_chunk_1.npy
Rhinella horribilis,data/audio_specs/517119/iNat883106_chunk_15.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat297888_chunk_6.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat1243080_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat382025_chunk_10.npy
Boana boans,data/audio_specs/555086/XC882684_chunk_1.npy
Dendropsophus bogerti,data/audio_specs/65336/iNat36346_chunk_5.npy
Sciurus granatensis,data/audio_specs/46010/XC961102_chunk_7.npy
Falco sparverius,data/audio_specs/amekes/XC254589_chunk_7.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_18.npy
Engystomops pustulosus,data/audio_specs/65448/iNat76004_chunk_5.npy
Procyon lotor,data/audio_specs/41663/iNat246272_chunk_7.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1208550_chunk_2.npy
Espadarana prosoblepon,data/audio_specs/134933/XC941298_chunk_10.npy
Engystomops pustulosus,data/audio_specs/65448/iNat583662_chunk_5.npy
Boana pugnax,data/audio_specs/555142/iNat337414_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat135564_chunk_15.npy
Procyon lotor,data/audio_specs/41663/iNat246272_chunk_24.npy
Rhinella horribilis,data/audio_specs/517119/iNat1206733_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat558840_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat1026967_chunk_8.npy
Falco sparverius,data/audio_specs/amekes/XC416142_chunk_8.npy
Dendropsophus ebraccatus,data/audio_specs/65349/iNat65524_chunk_2.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat292304_chunk_20.npy
Falco sparverius,data/audio_specs/amekes/XC418510_chunk_16.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_35.npy
Procyon lotor,data/audio_specs/41663/iNat1127617_chunk_12.npy
Allobates femoralis,data/audio_specs/21211/XC913881_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat480453_chunk_5.npy
Puma concolor,data/audio_specs/42007/iNat500217_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC61168_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC614738_chunk_14.npy
Panthera onca,data/audio_specs/41970/iNat1015848_chunk_3.npy
Dendropsophus columbianus,data/audio_specs/65344/iNat105590_chunk_2.npy
Allobates femoralis,data/audio_specs/21211/iNat359445_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat576552_chunk_5.npy
Alouatta seniculus,data/audio_specs/566513/XC959860_chunk_19.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC301610_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat556448_chunk_10.npy
Leptodactylus insularum,data/audio_specs/126247/iNat888729_chunk_0.npy
Hyalinobatrachium tatayoi,data/audio_specs/65547/iNat1108714_chunk_4.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882798_chunk_1.npy
Dendropsophus microcephalus,data/audio_specs/65373/iNat32481_chunk_0.npy
Falco sparverius,data/audio_specs/amekes/XC362208_chunk_1.npy
Espadarana prosoblepon,data/audio_specs/134933/iNat1160199_chunk_8.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat1208550_chunk_8.npy
Panthera onca,data/audio_specs/41970/XC564868_chunk_1.npy
Trachycephalus typhonius,data/audio_specs/67252/XC883000_chunk_11.npy
Rhinella horribilis,data/audio_specs/517119/iNat594133_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat1104877_chunk_3.npy
Scinax ruber,data/audio_specs/24322/XC882877_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/XC892927_chunk_6.npy
Boana boans,data/audio_specs/555086/iNat500233_chunk_2.npy
Boana boans,data/audio_specs/555086/iNat153413_chunk_4.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882794_chunk_3.npy
Procyon lotor,data/audio_specs/41663/iNat738014_chunk_4.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat630711_chunk_27.npy
Pristimantis bogotensis,data/audio_specs/66578/iNat315496_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat839813_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC426297_chunk_9.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat583591_chunk_13.npy
Procyon lotor,data/audio_specs/41663/iNat1277094_chunk_11.npy
Scinax ruber,data/audio_specs/24322/XC915926_chunk_2.npy
Allobates femoralis,data/audio_specs/21211/XC882657_chunk_3.npy
Engystomops pustulosus,data/audio_specs/65448/iNat778296_chunk_1.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat630710_chunk_22.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat472610_chunk_12.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat150110_chunk_5.npy
Puma concolor,data/audio_specs/42007/iNat1167292_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC375505_chunk_35.npy
Leptodactylus fuscus,data/audio_specs/22973/XC882797_chunk_1.npy
Trachycephalus typhonius,data/audio_specs/67252/XC882988_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/iNat473250_chunk_3.npy
Falco sparverius,data/audio_specs/amekes/XC138718_chunk_1.npy
Alouatta seniculus,data/audio_specs/566513/iNat72467_chunk_2.npy
Rhinella horribilis,data/audio_specs/517119/iNat335152_chunk_11.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC131505_chunk_2.npy
Alouatta seniculus,data/audio_specs/566513/iNat796863_chunk_0.npy
Sciurus granatensis,data/audio_specs/46010/iNat913511_chunk_15.npy
Procyon lotor,data/audio_specs/41663/iNat74306_chunk_3.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat585685_chunk_1.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat859872_chunk_5.npy
Alouatta seniculus,data/audio_specs/566513/iNat865113_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1198033_chunk_10.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat1251026_chunk_0.npy
Andinobates opisthomelas,data/audio_specs/135045/iNat48803_chunk_11.npy
Procyon lotor,data/audio_specs/41663/iNat634671_chunk_5.npy
Falco sparverius,data/audio_specs/amekes/XC214257_chunk_0.npy
Bradypus variegatus,data/audio_specs/47067/iNat68676_chunk_11.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat134883_chunk_2.npy
Falco sparverius,data/audio_specs/amekes/XC59480_chunk_4.npy
Espadarana prosoblepon,data/audio_specs/134933/iNat1160199_chunk_10.npy
Procyon lotor,data/audio_specs/41663/iNat313992_chunk_10.npy
Procyon lotor,data/audio_specs/41663/iNat126448_chunk_1.npy
Procyon lotor,data/audio_specs/41663/iNat1064354_chunk_6.npy
Falco sparverius,data/audio_specs/amekes/XC138718_chunk_4.npy
Procyon lotor,data/audio_specs/41663/iNat565773_chunk_42.npy
Eleutherodactylus johnstonei,data/audio_specs/22333/iNat1155704_chunk_0.npy
Procyon lotor,data/audio_specs/41663/iNat76981_chunk_5.npy
Pristimantis bogotensis,data/audio_specs/66578/iNat223502_chunk_11.npy
Engystomops pustulosus,data/audio_specs/65448/iNat624692_chunk_7.npy
Dendropsophus ebraccatus,data/audio_specs/65349/XC893967_chunk_1.npy
Chloroceryle amazona,data/audio_specs/amakin1/XC176510_chunk_1.npy
Falco sparverius,data/audio_specs/amekes/XC482875_chunk_14.npy
Falco sparverius,data/audio_specs/amekes/XC757885_chunk_4.npy
Pristimantis achatinus,data/audio_specs/66531/iNat40682_chunk_14.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat1099468_chunk_0.npy
Leptodactylus fuscus,data/audio_specs/22973/iNat157085_chunk_1.npy
Leptodactylus fragilis,data/audio_specs/22976/iNat630710_chunk_30.npy
Falco sparverius,data/audio_specs/amekes/XC565033_chunk_3.npy
